,Hemisphere,Day,Month,Year,Date,Temperature Variation
1212,Southern,01,March,1964,01/March/1964,-0.1
1213,Southern,01,March,1965,01/March/1965,-0.16
1214,Southern,01,March,1966,01/March/1966,0.08
1215,Southern,01,March,1967,01/March/1967,-0.14
1216,Southern,01,March,1968,01/March/1968,-0.05
1217,Southern,01,March,1969,01/March/1969,0.22
1218,Southern,01,March,1970,01/March/1970,0.19
1219,Southern,01,March,1971,01/March/1971,-0.08
1220,Southern,01,March,1972,01/March/1972,0.04
1221,Southern,01,March,1973,01/March/1973,0.26
1222,Southern,01,March,1974,01/March/1974,-0.14
1223,Southern,01,March,1975,01/March/1975,0.14
1224,Southern,01,March,1976,01/March/1976,-0.12
1225,Southern,01,March,1977,01/March/1977,0.22
1226,Southern,01,March,1978,01/March/1978,0.17
1227,Southern,01,March,1979,01/March/1979,0.2
1228,Southern,01,March,1980,01/March/1980,0.53
1229,Southern,01,March,1981,01/March/1981,0.28
1230,Southern,01,March,1982,01/March/1982,0.01
1231,Southern,01,March,1983,01/March/1983,0.41
1232,Southern,01,March,1984,01/March/1984,0.35
1233,Southern,01,March,1985,01/March/1985,0.35
1234,Southern,01,March,1986,01/March/1986,0.34
1235,Southern,01,March,1987,01/March/1987,0.37
1236,Southern,01,March,1988,01/March/1988,0.56
1237,Southern,01,March,1989,01/March/1989,0.25
1238,Southern,01,March,1990,01/March/1990,0.42
1239,Southern,01,March,1991,01/March/1991,0.25
1240,Southern,01,March,1992,01/March/1992,0.41
1241,Southern,01,March,1993,01/March/1993,0.33
1242,Southern,01,March,1994,01/March/1994,0.08
1243,Southern,01,March,1995,01/March/1995,0.35
1244,Southern,01,March,1996,01/March/1996,0.34
1245,Southern,01,March,1997,01/March/1997,0.29
1246,Southern,01,March,1998,01/March/1998,0.55
1247,Southern,01,March,1999,01/March/1999,0.36
1248,Southern,01,March,2000,01/March/2000,0.27
1249,Southern,01,March,2001,01/March/2001,0.35
1250,Southern,01,March,2002,01/March/2002,0.64
1251,Southern,01,March,2003,01/March/2003,0.53
1252,Southern,01,March,2004,01/March/2004,0.4
1253,Southern,01,March,2005,01/March/2005,0.55
1254,Southern,01,March,2006,01/March/2006,0.48
1255,Southern,01,March,2007,01/March/2007,0.5
1256,Southern,01,March,2008,01/March/2008,0.34
1257,Southern,01,March,2009,01/March/2009,0.49
1258,Southern,01,March,2010,01/March/2010,0.75
1259,Southern,01,March,2011,01/March/2011,0.41
1260,Southern,01,March,2012,01/March/2012,0.43
1261,Southern,01,March,2013,01/March/2013,0.55
1262,Southern,01,March,2014,01/March/2014,0.37
1263,Southern,01,March,2015,01/March/2015,0.58
1264,Southern,01,March,2016,01/March/2016,0.79
1265,Southern,01,March,2017,01/March/2017,0.8
1266,Southern,01,March,2018,01/March/2018,0.61
1267,Southern,01,March,2019,01/March/2019,0.8
1268,Southern,01,March,2020,01/March/2020,0.68
1269,Global,01,April,1880,01/April/1880,-0.15
1270,Global,01,April,1881,01/April/1881,0.06
1271,Global,01,April,1882,01/April/1882,-0.15
1272,Global,01,April,1883,01/April/1883,-0.17
1273,Global,01,April,1884,01/April/1884,-0.39
1274,Global,01,April,1885,01/April/1885,-0.41
1275,Global,01,April,1886,01/April/1886,-0.27
1276,Global,01,April,1887,01/April/1887,-0.34
1277,Global,01,April,1888,01/April/1888,-0.2
1278,Global,01,April,1889,01/April/1889,0.1
1279,Global,01,April,1890,01/April/1890,-0.29
1280,Global,01,April,1891,01/April/1891,-0.27
1281,Global,01,April,1892,01/April/1892,-0.33
1282,Global,01,April,1893,01/April/1893,-0.27
1283,Global,01,April,1894,01/April/1894,-0.44
1284,Global,01,April,1895,01/April/1895,-0.21
1285,Global,01,April,1896,01/April/1896,-0.3
1286,Global,01,April,1897,01/April/1897,-0.02
1287,Global,01,April,1898,01/April/1898,-0.3
1288,Global,01,April,1899,01/April/1899,-0.2
1289,Global,01,April,1900,01/April/1900,-0.08
1290,Global,01,April,1901,01/April/1901,-0.02
1291,Global,01,April,1902,01/April/1902,-0.27
1292,Global,01,April,1903,01/April/1903,-0.4
1293,Global,01,April,1904,01/April/1904,-0.49
1294,Global,01,April,1905,01/April/1905,-0.33
1295,Global,01,April,1906,01/April/1906,-0.04
1296,Global,01,April,1907,01/April/1907,-0.36
1297,Global,01,April,1908,01/April/1908,-0.44
1298,Global,01,April,1909,01/April/1909,-0.58
1299,Global,01,April,1910,01/April/1910,-0.41
1300,Global,01,April,1911,01/April/1911,-0.52
1301,Global,01,April,1912,01/April/1912,-0.16
1302,Global,01,April,1913,01/April/1913,-0.39
1303,Global,01,April,1914,01/April/1914,-0.28
1304,Global,01,April,1915,01/April/1915,0.07
1305,Global,01,April,1916,01/April/1916,-0.3
1306,Global,01,April,1917,01/April/1917,-0.54
1307,Global,01,April,1918,01/April/1918,-0.43
1308,Global,01,April,1919,01/April/1919,-0.12
1309,Global,01,April,1920,01/April/1920,-0.23
1310,Global,01,April,1921,01/April/1921,-0.29
1311,Global,01,April,1922,01/April/1922,-0.22
1312,Global,01,April,1923,01/April/1923,-0.4
1313,Global,01,April,1924,01/April/1924,-0.3
1314,Global,01,April,1925,01/April/1925,-0.25
1315,Global,01,April,1926,01/April/1926,-0.12
1316,Global,01,April,1927,01/April/1927,-0.3
1317,Global,01,April,1928,01/April/1928,-0.27
1318,Global,01,April,1929,01/April/1929,-0.41
1319,Global,01,April,1930,01/April/1930,-0.25
1320,Global,01,April,1931,01/April/1931,-0.23
1321,Global,01,April,1932,01/April/1932,-0.06
1322,Global,01,April,1933,01/April/1933,-0.24
1323,Global,01,April,1934,01/April/1934,-0.3
1324,Global,01,April,1935,01/April/1935,-0.36
1325,Global,01,April,1936,01/April/1936,-0.2
1326,Global,01,April,1937,01/April/1937,-0.15
1327,Global,01,April,1938,01/April/1938,0.06
1328,Global,01,April,1939,01/April/1939,-0.09
1329,Global,01,April,1940,01/April/1940,0.17
1330,Global,01,April,1941,01/April/1941,0.16
1331,Global,01,April,1942,01/April/1942,0.09
1332,Global,01,April,1943,01/April/1943,0.11
1333,Global,01,April,1944,01/April/1944,0.19
1334,Global,01,April,1945,01/April/1945,0.19
1335,Global,01,April,1946,01/April/1946,0.05
1336,Global,01,April,1947,01/April/1947,0.06
1337,Global,01,April,1948,01/April/1948,-0.12
1338,Global,01,April,1949,01/April/1949,-0.11
1339,Global,01,April,1950,01/April/1950,-0.21
1340,Global,01,April,1951,01/April/1951,-0.14
1341,Global,01,April,1952,01/April/1952,0.03
1342,Global,01,April,1953,01/April/1953,0.19
1343,Global,01,April,1954,01/April/1954,-0.14
1344,Global,01,April,1955,01/April/1955,-0.22
1345,Global,01,April,1956,01/April/1956,-0.27
1346,Global,01,April,1957,01/April/1957,0.0
1347,Global,01,April,1958,01/April/1958,0.01
1348,Global,01,April,1959,01/April/1959,0.16
1349,Global,01,April,1960,01/April/1960,-0.15
1350,Global,01,April,1961,01/April/1961,0.13
1351,Global,01,April,1962,01/April/1962,0.05
1352,Global,01,April,1963,01/April/1963,-0.07
1353,Global,01,April,1964,01/April/1964,-0.32
1354,Global,01,April,1965,01/April/1965,-0.19
1355,Global,01,April,1966,01/April/1966,-0.13
1356,Global,01,April,1967,01/April/1967,-0.05
1357,Global,01,April,1968,01/April/1968,-0.06
1358,Global,01,April,1969,01/April/1969,0.17
1359,Global,01,April,1970,01/April/1970,0.05
1360,Global,01,April,1971,01/April/1971,-0.07
1361,Global,01,April,1972,01/April/1972,0.0
1362,Global,01,April,1973,01/April/1973,0.27
1363,Global,01,April,1974,01/April/1974,-0.11
1364,Global,01,April,1975,01/April/1975,0.04
1365,Global,01,April,1976,01/April/1976,-0.07
1366,Global,01,April,1977,01/April/1977,0.26
1367,Global,01,April,1978,01/April/1978,0.17
1368,Global,01,April,1979,01/April/1979,0.15
1369,Global,01,April,1980,01/April/1980,0.3
1370,Global,01,April,1981,01/April/1981,0.32
1371,Global,01,April,1982,01/April/1982,0.15
1372,Global,01,April,1983,01/April/1983,0.28
1373,Global,01,April,1984,01/April/1984,0.06
1374,Global,01,April,1985,01/April/1985,0.12
1375,Global,01,April,1986,01/April/1986,0.22
1376,Global,01,April,1987,01/April/1987,0.25
1377,Global,01,April,1988,01/April/1988,0.43
1378,Global,01,April,1989,01/April/1989,0.29
1379,Global,01,April,1990,01/April/1990,0.56
1380,Global,01,April,1991,01/April/1991,0.51
1381,Global,01,April,1992,01/April/1992,0.27
1382,Global,01,April,1993,01/April/1993,0.28
1383,Global,01,April,1994,01/April/1994,0.42
1384,Global,01,April,1995,01/April/1995,0.46
1385,Global,01,April,1996,01/April/1996,0.32
1386,Global,01,April,1997,01/April/1997,0.34
1387,Global,01,April,1998,01/April/1998,0.63
1388,Global,01,April,1999,01/April/1999,0.31
1389,Global,01,April,2000,01/April/2000,0.56
1390,Global,01,April,2001,01/April/2001,0.51
1391,Global,01,April,2002,01/April/2002,0.58
1392,Global,01,April,2003,01/April/2003,0.55
1393,Global,01,April,2004,01/April/2004,0.61
1394,Global,01,April,2005,01/April/2005,0.68
1395,Global,01,April,2006,01/April/2006,0.49
1396,Global,01,April,2007,01/April/2007,0.77
1397,Global,01,April,2008,01/April/2008,0.54
1398,Global,01,April,2009,01/April/2009,0.61
1399,Global,01,April,2010,01/April/2010,0.84
1400,Global,01,April,2011,01/April/2011,0.65
1401,Global,01,April,2012,01/April/2012,0.72
1402,Global,01,April,2013,01/April/2013,0.55
1403,Global,01,April,2014,01/April/2014,0.81
1404,Global,01,April,2015,01/April/2015,0.76
1405,Global,01,April,2016,01/April/2016,1.12
1406,Global,01,April,2017,01/April/2017,0.95
1407,Global,01,April,2018,01/April/2018,0.89
1408,Global,01,April,2019,01/April/2019,1.02
1409,Global,01,April,2020,01/April/2020,1.14
1410,Northern,01,April,1880,01/April/1880,-0.28
1411,Northern,01,April,1881,01/April/1881,0.02
1412,Northern,01,April,1882,01/April/1882,-0.3
1413,Northern,01,April,1883,01/April/1883,-0.27
1414,Northern,01,April,1884,01/April/1884,-0.58
1415,Northern,01,April,1885,01/April/1885,-0.47
1416,Northern,01,April,1886,01/April/1886,-0.36
1417,Northern,01,April,1887,01/April/1887,-0.37
1418,Northern,01,April,1888,01/April/1888,-0.21
1419,Northern,01,April,1889,01/April/1889,0.17
1420,Northern,01,April,1890,01/April/1890,-0.24
1421,Northern,01,April,1891,01/April/1891,-0.35
1422,Northern,01,April,1892,01/April/1892,-0.45
1423,Northern,01,April,1893,01/April/1893,-0.3
1424,Northern,01,April,1894,01/April/1894,-0.54
1425,Northern,01,April,1895,01/April/1895,-0.18
1426,Northern,01,April,1896,01/April/1896,-0.6
1427,Northern,01,April,1897,01/April/1897,-0.05
1428,Northern,01,April,1898,01/April/1898,-0.27
1429,Northern,01,April,1899,01/April/1899,-0.23
1430,Northern,01,April,1900,01/April/1900,-0.09
1431,Northern,01,April,1901,01/April/1901,0.12
1432,Northern,01,April,1902,01/April/1902,-0.37
1433,Northern,01,April,1903,01/April/1903,-0.44
1434,Northern,01,April,1904,01/April/1904,-0.49
1435,Northern,01,April,1905,01/April/1905,-0.45
1436,Northern,01,April,1906,01/April/1906,0.05
1437,Northern,01,April,1907,01/April/1907,-0.44
1438,Northern,01,April,1908,01/April/1908,-0.47
1439,Northern,01,April,1909,01/April/1909,-0.64
1440,Northern,01,April,1910,01/April/1910,-0.4
1441,Northern,01,April,1911,01/April/1911,-0.44
1442,Northern,01,April,1912,01/April/1912,-0.15
1443,Northern,01,April,1913,01/April/1913,-0.5
1444,Northern,01,April,1914,01/April/1914,-0.37
1445,Northern,01,April,1915,01/April/1915,0.08
1446,Northern,01,April,1916,01/April/1916,-0.34
1447,Northern,01,April,1917,01/April/1917,-0.64
1448,Northern,01,April,1918,01/April/1918,-0.58
1449,Northern,01,April,1919,01/April/1919,-0.23
1450,Northern,01,April,1920,01/April/1920,-0.2
1451,Northern,01,April,1921,01/April/1921,-0.17
1452,Northern,01,April,1922,01/April/1922,-0.16
1453,Northern,01,April,1923,01/April/1923,-0.52
1454,Northern,01,April,1924,01/April/1924,-0.28
1455,Northern,01,April,1925,01/April/1925,-0.16
1456,Northern,01,April,1926,01/April/1926,-0.11
1457,Northern,01,April,1927,01/April/1927,-0.27
1458,Northern,01,April,1928,01/April/1928,-0.31
1459,Northern,01,April,1929,01/April/1929,-0.35
1460,Northern,01,April,1930,01/April/1930,-0.15
1461,Northern,01,April,1931,01/April/1931,-0.2
1462,Northern,01,April,1932,01/April/1932,0.1
1463,Northern,01,April,1933,01/April/1933,-0.17
1464,Northern,01,April,1934,01/April/1934,-0.29
1465,Northern,01,April,1935,01/April/1935,-0.35
1466,Northern,01,April,1936,01/April/1936,-0.06
1467,Northern,01,April,1937,01/April/1937,-0.07
1468,Northern,01,April,1938,01/April/1938,0.31
1469,Northern,01,April,1939,01/April/1939,-0.07
1470,Northern,01,April,1940,01/April/1940,0.28
1471,Northern,01,April,1941,01/April/1941,0.12
1472,Northern,01,April,1942,01/April/1942,0.09
1473,Northern,01,April,1943,01/April/1943,0.31
1474,Northern,01,April,1944,01/April/1944,0.18
1475,Northern,01,April,1945,01/April/1945,0.29
1476,Northern,01,April,1946,01/April/1946,0.31
1477,Northern,01,April,1947,01/April/1947,0.23
1478,Northern,01,April,1948,01/April/1948,-0.03
1479,Northern,01,April,1949,01/April/1949,-0.03
1480,Northern,01,April,1950,01/April/1950,-0.22
1481,Northern,01,April,1951,01/April/1951,0.06
1482,Northern,01,April,1952,01/April/1952,0.17
1483,Northern,01,April,1953,01/April/1953,0.41
1484,Northern,01,April,1954,01/April/1954,-0.01
1485,Northern,01,April,1955,01/April/1955,-0.24
1486,Northern,01,April,1956,01/April/1956,-0.26
1487,Northern,01,April,1957,01/April/1957,-0.1
1488,Northern,01,April,1958,01/April/1958,0.02
1489,Northern,01,April,1959,01/April/1959,0.22
1490,Northern,01,April,1960,01/April/1960,-0.13
1491,Northern,01,April,1961,01/April/1961,0.14
1492,Northern,01,April,1962,01/April/1962,0.22
1493,Northern,01,April,1963,01/April/1963,0.04
1494,Northern,01,April,1964,01/April/1964,-0.3
1495,Northern,01,April,1965,01/April/1965,-0.26
1496,Northern,01,April,1966,01/April/1966,-0.22
1497,Northern,01,April,1967,01/April/1967,0.05
1498,Northern,01,April,1968,01/April/1968,0.0
1499,Northern,01,April,1969,01/April/1969,0.03
1500,Northern,01,April,1970,01/April/1970,-0.02
1501,Northern,01,April,1971,01/April/1971,-0.2
1502,Northern,01,April,1972,01/April/1972,-0.11
1503,Northern,01,April,1973,01/April/1973,0.19
1504,Northern,01,April,1974,01/April/1974,-0.1
1505,Northern,01,April,1975,01/April/1975,0.05
1506,Northern,01,April,1976,01/April/1976,0.02
1507,Northern,01,April,1977,01/April/1977,0.25
1508,Northern,01,April,1978,01/April/1978,0.07
1509,Northern,01,April,1979,01/April/1979,-0.17
1510,Northern,01,April,1980,01/April/1980,0.15
1511,Northern,01,April,1981,01/April/1981,0.39
1512,Northern,01,April,1982,01/April/1982,0.17
1513,Northern,01,April,1983,01/April/1983,0.07
1514,Northern,01,April,1984,01/April/1984,-0.07
1515,Northern,01,April,1985,01/April/1985,-0.03
1516,Northern,01,April,1986,01/April/1986,0.15
1517,Northern,01,April,1987,01/April/1987,0.07
1518,Northern,01,April,1988,01/April/1988,0.44
1519,Northern,01,April,1989,01/April/1989,0.32
1520,Northern,01,April,1990,01/April/1990,0.71
1521,Northern,01,April,1991,01/April/1991,0.56
1522,Northern,01,April,1992,01/April/1992,0.16
1523,Northern,01,April,1993,01/April/1993,0.23
1524,Northern,01,April,1994,01/April/1994,0.49
1525,Northern,01,April,1995,01/April/1995,0.72
1526,Northern,01,April,1996,01/April/1996,0.18
1527,Northern,01,April,1997,01/April/1997,0.49
1528,Northern,01,April,1998,01/April/1998,0.87
1529,Northern,01,April,1999,01/April/1999,0.54
1530,Northern,01,April,2000,01/April/2000,0.89
1531,Northern,01,April,2001,01/April/2001,0.6
1532,Northern,01,April,2002,01/April/2002,0.51
1533,Northern,01,April,2003,01/April/2003,0.61
1534,Northern,01,April,2004,01/April/2004,0.7
1535,Northern,01,April,2005,01/April/2005,0.93
1536,Northern,01,April,2006,01/April/2006,0.6
1537,Northern,01,April,2007,01/April/2007,1.07
1538,Northern,01,April,2008,01/April/2008,0.65
1539,Northern,01,April,2009,01/April/2009,0.71
1540,Northern,01,April,2010,01/April/2010,1.13
1541,Northern,01,April,2011,01/April/2011,0.85
1542,Northern,01,April,2012,01/April/2012,1.07
1543,Northern,01,April,2013,01/April/2013,0.69
1544,Northern,01,April,2014,01/April/2014,1.09
1545,Northern,01,April,2015,01/April/2015,1.03
1546,Northern,01,April,2016,01/April/2016,1.49
1547,Northern,01,April,2017,01/April/2017,1.21
1548,Northern,01,April,2018,01/April/2018,0.98
1549,Northern,01,April,2019,01/April/2019,1.26
1550,Northern,01,April,2020,01/April/2020,1.41
1551,Southern,01,April,1880,01/April/1880,-0.01
1552,Southern,01,April,1881,01/April/1881,0.1
1553,Southern,01,April,1882,01/April/1882,-0.01
1554,Southern,01,April,1883,01/April/1883,-0.06
1555,Southern,01,April,1884,01/April/1884,-0.21
1556,Southern,01,April,1885,01/April/1885,-0.35
1557,Southern,01,April,1886,01/April/1886,-0.19
1558,Southern,01,April,1887,01/April/1887,-0.3
1559,Southern,01,April,1888,01/April/1888,-0.19
1560,Southern,01,April,1889,01/April/1889,0.03
1561,Southern,01,April,1890,01/April/1890,-0.34
1562,Southern,01,April,1891,01/April/1891,-0.19
1563,Southern,01,April,1892,01/April/1892,-0.21
1564,Southern,01,April,1893,01/April/1893,-0.24
1565,Southern,01,April,1894,01/April/1894,-0.35
1566,Southern,01,April,1895,01/April/1895,-0.24
1567,Southern,01,April,1896,01/April/1896,-0.01
1568,Southern,01,April,1897,01/April/1897,0.01
1569,Southern,01,April,1898,01/April/1898,-0.33
1570,Southern,01,April,1899,01/April/1899,-0.17
1571,Southern,01,April,1900,01/April/1900,-0.07
1572,Southern,01,April,1901,01/April/1901,-0.15
1573,Southern,01,April,1902,01/April/1902,-0.17
1574,Southern,01,April,1903,01/April/1903,-0.35
1575,Southern,01,April,1904,01/April/1904,-0.5
1576,Southern,01,April,1905,01/April/1905,-0.2
1577,Southern,01,April,1906,01/April/1906,-0.14
1578,Southern,01,April,1907,01/April/1907,-0.28
1579,Southern,01,April,1908,01/April/1908,-0.4
1580,Southern,01,April,1909,01/April/1909,-0.52
1581,Southern,01,April,1910,01/April/1910,-0.44
1582,Southern,01,April,1911,01/April/1911,-0.6
1583,Southern,01,April,1912,01/April/1912,-0.17
1584,Southern,01,April,1913,01/April/1913,-0.28
1585,Southern,01,April,1914,01/April/1914,-0.18
1586,Southern,01,April,1915,01/April/1915,0.07
1587,Southern,01,April,1916,01/April/1916,-0.26
1588,Southern,01,April,1917,01/April/1917,-0.46
1589,Southern,01,April,1918,01/April/1918,-0.29
1590,Southern,01,April,1919,01/April/1919,-0.01
1591,Southern,01,April,1920,01/April/1920,-0.26
1592,Southern,01,April,1921,01/April/1921,-0.43
1593,Southern,01,April,1922,01/April/1922,-0.29
1594,Southern,01,April,1923,01/April/1923,-0.28
1595,Southern,01,April,1924,01/April/1924,-0.32
1596,Southern,01,April,1925,01/April/1925,-0.34
1597,Southern,01,April,1926,01/April/1926,-0.1
1598,Southern,01,April,1927,01/April/1927,-0.34
1599,Southern,01,April,1928,01/April/1928,-0.23
1600,Southern,01,April,1929,01/April/1929,-0.46
1601,Southern,01,April,1930,01/April/1930,-0.33
1602,Southern,01,April,1931,01/April/1931,-0.23
1603,Southern,01,April,1932,01/April/1932,-0.21
1604,Southern,01,April,1933,01/April/1933,-0.31
1605,Southern,01,April,1934,01/April/1934,-0.32
1606,Southern,01,April,1935,01/April/1935,-0.38
1607,Southern,01,April,1936,01/April/1936,-0.33
1608,Southern,01,April,1937,01/April/1937,-0.24
1609,Southern,01,April,1938,01/April/1938,-0.2
1610,Southern,01,April,1939,01/April/1939,-0.13
1611,Southern,01,April,1940,01/April/1940,0.08
1612,Southern,01,April,1941,01/April/1941,0.22
1613,Southern,01,April,1942,01/April/1942,0.1
1614,Southern,01,April,1943,01/April/1943,-0.11
1615,Southern,01,April,1944,01/April/1944,0.21
1616,Southern,01,April,1945,01/April/1945,0.09
1617,Southern,01,April,1946,01/April/1946,-0.2
1618,Southern,01,April,1947,01/April/1947,-0.11
1619,Southern,01,April,1948,01/April/1948,-0.2
1620,Southern,01,April,1949,01/April/1949,-0.19
1621,Southern,01,April,1950,01/April/1950,-0.2
1622,Southern,01,April,1951,01/April/1951,-0.35
1623,Southern,01,April,1952,01/April/1952,-0.1
1624,Southern,01,April,1953,01/April/1953,-0.01
1625,Southern,01,April,1954,01/April/1954,-0.27
1626,Southern,01,April,1955,01/April/1955,-0.21
1627,Southern,01,April,1956,01/April/1956,-0.29
1628,Southern,01,April,1957,01/April/1957,0.09
1629,Southern,01,April,1958,01/April/1958,0.01
1630,Southern,01,April,1959,01/April/1959,0.09
1631,Southern,01,April,1960,01/April/1960,-0.17
1632,Southern,01,April,1961,01/April/1961,0.12
1633,Southern,01,April,1962,01/April/1962,-0.13
1634,Southern,01,April,1963,01/April/1963,-0.19
1635,Southern,01,April,1964,01/April/1964,-0.33
1636,Southern,01,April,1965,01/April/1965,-0.12
1637,Southern,01,April,1966,01/April/1966,-0.04
1638,Southern,01,April,1967,01/April/1967,-0.15
1639,Southern,01,April,1968,01/April/1968,-0.12
1640,Southern,01,April,1969,01/April/1969,0.31
1641,Southern,01,April,1970,01/April/1970,0.13
1642,Southern,01,April,1971,01/April/1971,0.06
1643,Southern,01,April,1972,01/April/1972,0.12
1644,Southern,01,April,1973,01/April/1973,0.36
1645,Southern,01,April,1974,01/April/1974,-0.14
1646,Southern,01,April,1975,01/April/1975,0.02
1647,Southern,01,April,1976,01/April/1976,-0.17
1648,Southern,01,April,1977,01/April/1977,0.27
1649,Southern,01,April,1978,01/April/1978,0.26
1650,Southern,01,April,1979,01/April/1979,0.47
1651,Southern,01,April,1980,01/April/1980,0.45
1652,Southern,01,April,1981,01/April/1981,0.25
1653,Southern,01,April,1982,01/April/1982,0.13
1654,Southern,01,April,1983,01/April/1983,0.49
1655,Southern,01,April,1984,01/April/1984,0.19
1656,Southern,01,April,1985,01/April/1985,0.27
1657,Southern,01,April,1986,01/April/1986,0.29
1658,Southern,01,April,1987,01/April/1987,0.43
1659,Southern,01,April,1988,01/April/1988,0.41
1660,Southern,01,April,1989,01/April/1989,0.25
1661,Southern,01,April,1990,01/April/1990,0.42
1662,Southern,01,April,1991,01/April/1991,0.46
1663,Southern,01,April,1992,01/April/1992,0.39
1664,Southern,01,April,1993,01/April/1993,0.32
1665,Southern,01,April,1994,01/April/1994,0.34
1666,Southern,01,April,1995,01/April/1995,0.21
1667,Southern,01,April,1996,01/April/1996,0.46
1668,Southern,01,April,1997,01/April/1997,0.19
1669,Southern,01,April,1998,01/April/1998,0.4
1670,Southern,01,April,1999,01/April/1999,0.09
1671,Southern,01,April,2000,01/April/2000,0.23
1672,Southern,01,April,2001,01/April/2001,0.42
1673,Southern,01,April,2002,01/April/2002,0.66
1674,Southern,01,April,2003,01/April/2003,0.5
1675,Southern,01,April,2004,01/April/2004,0.52
1676,Southern,01,April,2005,01/April/2005,0.43
1677,Southern,01,April,2006,01/April/2006,0.37
1678,Southern,01,April,2007,01/April/2007,0.47
1679,Southern,01,April,2008,01/April/2008,0.42
1680,Southern,01,April,2009,01/April/2009,0.51
1681,Southern,01,April,2010,01/April/2010,0.56
1682,Southern,01,April,2011,01/April/2011,0.44
1683,Southern,01,April,2012,01/April/2012,0.36
1684,Southern,01,April,2013,01/April/2013,0.41
1685,Southern,01,April,2014,01/April/2014,0.52
1686,Southern,01,April,2015,01/April/2015,0.48
1687,Southern,01,April,2016,01/April/2016,0.74
1688,Southern,01,April,2017,01/April/2017,0.69
1689,Southern,01,April,2018,01/April/2018,0.8
1690,Southern,01,April,2019,01/April/2019,0.77
1691,Southern,01,April,2020,01/April/2020,0.86
1692,Global,01,May,1880,01/May/1880,-0.08
1693,Global,01,May,1881,01/May/1881,0.08
1694,Global,01,May,1882,01/May/1882,-0.13
1695,Global,01,May,1883,01/May/1883,-0.16
1696,Global,01,May,1884,01/May/1884,-0.33
1697,Global,01,May,1885,01/May/1885,-0.44
1698,Global,01,May,1886,01/May/1886,-0.23
1699,Global,01,May,1887,01/May/1887,-0.29
1700,Global,01,May,1888,01/May/1888,-0.21
1701,Global,01,May,1889,01/May/1889,0.0
1702,Global,01,May,1890,01/May/1890,-0.39
1703,Global,01,May,1891,01/May/1891,-0.16
1704,Global,01,May,1892,01/May/1892,-0.23
1705,Global,01,May,1893,01/May/1893,-0.33
1706,Global,01,May,1894,01/May/1894,-0.3
1707,Global,01,May,1895,01/May/1895,-0.26
1708,Global,01,May,1896,01/May/1896,-0.15
1709,Global,01,May,1897,01/May/1897,-0.01
1710,Global,01,May,1898,01/May/1898,-0.29
1711,Global,01,May,1899,01/May/1899,-0.22
1712,Global,01,May,1900,01/May/1900,-0.08
1713,Global,01,May,1901,01/May/1901,-0.15
1714,Global,01,May,1902,01/May/1902,-0.31
1715,Global,01,May,1903,01/May/1903,-0.39
1716,Global,01,May,1904,01/May/1904,-0.51
1717,Global,01,May,1905,01/May/1905,-0.29
1718,Global,01,May,1906,01/May/1906,-0.25
1719,Global,01,May,1907,01/May/1907,-0.45
1720,Global,01,May,1908,01/May/1908,-0.37
1721,Global,01,May,1909,01/May/1909,-0.54
1722,Global,01,May,1910,01/May/1910,-0.33
1723,Global,01,May,1911,01/May/1911,-0.5
1724,Global,01,May,1912,01/May/1912,-0.2
1725,Global,01,May,1913,01/May/1913,-0.43
1726,Global,01,May,1914,01/May/1914,-0.2
1727,Global,01,May,1915,01/May/1915,-0.05
1728,Global,01,May,1916,01/May/1916,-0.33
1729,Global,01,May,1917,01/May/1917,-0.54
1730,Global,01,May,1918,01/May/1918,-0.42
1731,Global,01,May,1919,01/May/1919,-0.27
1732,Global,01,May,1920,01/May/1920,-0.26
1733,Global,01,May,1921,01/May/1921,-0.3
1734,Global,01,May,1922,01/May/1922,-0.33
1735,Global,01,May,1923,01/May/1923,-0.33
1736,Global,01,May,1924,01/May/1924,-0.18
1737,Global,01,May,1925,01/May/1925,-0.28
1738,Global,01,May,1926,01/May/1926,-0.23
1739,Global,01,May,1927,01/May/1927,-0.25
1740,Global,01,May,1928,01/May/1928,-0.29
1741,Global,01,May,1929,01/May/1929,-0.38
1742,Global,01,May,1930,01/May/1930,-0.24
1743,Global,01,May,1931,01/May/1931,-0.19
1744,Global,01,May,1932,01/May/1932,-0.17
1745,Global,01,May,1933,01/May/1933,-0.29
1746,Global,01,May,1934,01/May/1934,-0.09
1747,Global,01,May,1935,01/May/1935,-0.29
1748,Global,01,May,1936,01/May/1936,-0.16
1749,Global,01,May,1937,01/May/1937,-0.05
1750,Global,01,May,1938,01/May/1938,-0.09
1751,Global,01,May,1939,01/May/1939,-0.04
1752,Global,01,May,1940,01/May/1940,0.11
1753,Global,01,May,1941,01/May/1941,0.17
1754,Global,01,May,1942,01/May/1942,0.11
1755,Global,01,May,1943,01/May/1943,0.07
1756,Global,01,May,1944,01/May/1944,0.19
1757,Global,01,May,1945,01/May/1945,0.06
1758,Global,01,May,1946,01/May/1946,-0.07
1759,Global,01,May,1947,01/May/1947,-0.02
1760,Global,01,May,1948,01/May/1948,-0.01
1761,Global,01,May,1949,01/May/1949,-0.1
1762,Global,01,May,1950,01/May/1950,-0.11
1763,Global,01,May,1951,01/May/1951,0.0
1764,Global,01,May,1952,01/May/1952,-0.03
1765,Global,01,May,1953,01/May/1953,0.11
1766,Global,01,May,1954,01/May/1954,-0.2
